code,trust_name,total_waiting_list,Date
RJ2,Lewisham and Greenwich NHS Trust,8952,2020-04-01
R1K,London North West University Healthcare NHS Trust,8703,2020-04-01
RP6,Moorfields Eye Hospital NHS Foundation Trust,166,2020-04-01
NTP15,North East London Treatment Centre Care UK,122,2020-04-01
RAP,North Middlesex University Hospital NHS Trust,3789,2020-04-01
RT3,Royal Brompton & Harefield NHS Foundation Trust,264,2020-04-01
RAL,Royal Free London NHS Foundation Trust,15581,2020-04-01
RAN,Royal National Orthopaedic Hospital NHS Trust,972,2020-04-01
RV5,South London and Maudsley NHS Foundation Trust,0,2020-04-01
NT314,Spire London East,60,2020-04-01
NT3X3,Spire St Anthony's Hospital,64,2020-04-01
RJ7,St George's University Hospitals NHS Foundation Trust,7443,2020-04-01
DK6,Surgimed Healthcare Ltd,10,2020-04-01
RAS,The Hillingdon Hospitals NHS Foundation Trust,1419,2020-04-01
RPY,The Royal Marsden NHS Foundation Trust,0,2020-04-01
RRV,University College London Hospitals NHS Foundation Trust,10998,2020-04-01
RKL,West London NHS Trust,308,2020-04-01
NVC0M,West Valley Hospital,7,2020-04-01
RKE,Whittington Health NHS Trust,3910,2020-04-01
NNV,Your Healthcare,0,2020-04-01
NT402,BMI - Bath Clinic,0,2020-04-01
NT419,BMI - The Harbour Hospital,0,2020-04-01
NT430,BMI - The Ridgeway Hospital,4,2020-04-01
NT443,BMI - The Winterbourne Hospital,0,2020-04-01
NX0,Chime Social Enterprise,1348,2020-04-01
NV302,Circle Bath Hospital,0,2020-04-01
RJ8,Cornwall Partnership NHS Foundation Trust,20,2020-04-01
NTPH3,Devizes NHS Treatment Centre,241,2020-04-01
RBD,Dorset County Hospital NHS Foundation Trust,2387,2020-04-01
RDY,Dorset Healthcare University NHS Foundation Trust,10,2020-04-01
NVC04,Duchy Hospital,24,2020-04-01
NGL,Echogenicity Limited,189,2020-04-01
NTPH2,Emersons Green NHS Treatment Centre,606,2020-04-01
NCL01,Express Diagnostics (Derriford),257,2020-04-01
RTQ,Gloucestershire Health and Care NHS Foundation Trust,6,2020-04-01
RTE,Gloucestershire Hospitals NHS Foundation Trust,3516,2020-04-01
NWV,GP Care UK Limited,705,2020-04-01
RN3,Great Western Hospitals NHS Foundation Trust,4793,2020-04-01
NXP,Independent Health Group,0,2020-04-01
NV11D,Inhealth - Prime Endoscopy Bristol,428,2020-04-01
NVC08,Mount Stuart Hospital,0,2020-04-01
NVC09,New Hall Hospital,15,2020-04-01
RVJ,North Bristol NHS Trust,7115,2020-04-01
RBZ,Northern Devon Healthcare NHS Trust,2151,2020-04-01
NT202,"Nuffield Health, Bournemouth Hospital",0,2020-04-01
NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",12,2020-04-01
NT211,"Nuffield Health, Cheltenham Hospital",0,2020-04-01
NT215,"Nuffield Health, Exeter Hospital",0,2020-04-01
NT238,"Nuffield Health, Taunton Hospital",0,2020-04-01
NTPH5,Peninsula NHS Treatment Centre,40,2020-04-01
NEF,Peninsula Ultrasound Limited,1885,2020-04-01
RD3,Poole Hospital NHS Foundation Trust,3045,2020-04-01
REF,Royal Cornwall Hospitals NHS Trust,7158,2020-04-01
RH8,Royal Devon and Exeter NHS Foundation Trust,4492,2020-04-01
RD1,Royal United Hospitals Bath NHS Foundation Trust,9082,2020-04-01
RNZ,Salisbury NHS Foundation Trust,2935,2020-04-01
NTPH1,Shepton Mallet NHS Treatment Centre,48,2020-04-01
RH5,Somerset NHS Foundation Trust,5781,2020-04-01
NT302,Spire Bristol Hospital,3,2020-04-01
NQT5K,St Martins Hospital,197,2020-04-01
AAH,Tetbury Hospital Trust Ltd,0,2020-04-01
NFC01,The Outside Clinic HQ,423,2020-04-01
RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,4199,2020-04-01
RA9,Torbay and South Devon NHS Foundation Trust,2266,2020-04-01
DTM,Ultracardiac Ltd,455,2020-04-01
RA7,University Hospitals Bristol and Weston NHS Foundation Trust,7586,2020-04-01
RK9,University Hospitals Plymouth NHS Trust,6697,2020-04-01
NVC22,Winfield Hospital,0,2020-04-01
RA4,Yeovil District Hospital NHS Foundation Trust,1905,2020-04-01
NWT,Action For Deafness,425,2020-04-01
RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,3046,2020-04-01
NVC01,Ashtead Hospital,13,2020-04-01
NWF01,Benenden Hospital,0,2020-04-01
RWX,Berkshire Healthcare NHS Foundation Trust,192,2020-04-01
DN4,Berkshire West Community Endoscopy Service,0,2020-04-01
NT417,BMI - Goring Hall Hospital,0,2020-04-01
NT433,BMI - Sarum Road Hospital,0,2020-04-01
NT408,BMI - The Chaucer Hospital,1,2020-04-01
NT410,BMI - The Chiltern Hospital,0,2020-04-01
NT418,BMI - The Hampshire Clinic,1,2020-04-01
NT428,BMI - The Princess Margaret Hospital,1,2020-04-01
NT431,BMI - The Runnymede Hospital,0,2020-04-01
NT435,BMI - The Shelburne Hospital,0,2020-04-01
NT455,BMI Mount Alvernia Hospital,1,2020-04-01
RXH,Brighton and Sussex University Hospitals NHS Trust,8533,2020-04-01
RXQ,Buckinghamshire Healthcare NHS Trust,3588,2020-04-01
NV323,Circle Reading Hospital,0,2020-04-01
RN7,Dartford and Gravesham NHS Trust,4363,2020-04-01
NGD01,Diagnostic Ultrasound Services,0,2020-04-01
NNE,Dorking Healthcare Limited (DHC),49,2020-04-01
RVV,East Kent Hospitals University NHS Foundation Trust,5499,2020-04-01
RXC,East Sussex Healthcare NHS Trust,6272,2020-04-01
NVM,Epsomedical Group,2,2020-04-01
NDJ,First Community Health and Care CIC,222,2020-04-01
RDU,Frimley Health NHS Foundation Trust,7584,2020-04-01
ATK,GP Health Partners Ltd,39,2020-04-01
RN5,Hampshire Hospitals NHS Foundation Trust,6302,2020-04-01
NWX,Here,513,2020-04-01
NVC25,Horton NHS Treatment Centre,0,2020-04-01
NV1,Inhealth Limited,6030,2020-04-01
NHA,Insidevue Limited,3,2020-04-01
R1F,Isle of Wight NHS Trust,1388,2020-04-01
G82114,Ivy Court Surgery,0,2020-04-01
RYY,Kent Community Health NHS Foundation Trust,26,2020-04-01
ADP02,Kims Hospital (Newnham Court),24,2020-04-01
RWF,Maidstone and Tunbridge Wells NHS Trust,5856,2020-04-01
DC8,Medical Imaging Partnership Ltd,379,2020-04-01
RPA,Medway NHS Foundation Trust,6889,2020-04-01
NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,367,2020-04-01
NVC11,North Downs Hospital,46,2020-04-01
NT205,"Nuffield Health, Brighton Hospital",0,2020-04-01
NT212,"Nuffield Health, Chichester Hospital",0,2020-04-01
NT241,"Nuffield Health, Woking Hospital",0,2020-04-01
RTH,Oxford University Hospitals NHS Foundation Trust,11852,2020-04-01
RPG,Oxleas NHS Foundation Trust,14,2020-04-01
H82017,Park Surgery,44,2020-04-01
RHU,Portsmouth Hospitals NHS Trust,5357,2020-04-01
RPC,Queen Victoria Hospital NHS Foundation Trust,196,2020-04-01
RHW,Royal Berkshire NHS Foundation Trust,0,2020-04-01
RA2,Royal Surrey County Hospital NHS Foundation Trust,3054,2020-04-01
R1C,Solent NHS Trust,161,2020-04-01
NTP11,Southampton NHS Treatment Centre,51,2020-04-01
RW1,Southern Health NHS Foundation Trust,345,2020-04-01
NT312,Spire Alexandra Hospital,37,2020-04-01
NT345,Spire Clare Park Hospital,0,2020-04-01
NT344,Spire Dunedin Hospital,1,2020-04-01
NT308,Spire Gatwick Park Hospital,3,2020-04-01
NT364,Spire Montefiore Hospital,0,2020-04-01
NT305,Spire Portsmouth Hospital,5,2020-04-01
NT304,Spire Southampton Hospital,15,2020-04-01
NT309,Spire Sussex Hospital,3,2020-04-01
NT343,Spire Thames Valley Hospital,0,2020-04-01
NT310,Spire Tunbridge Wells Hospital,20,2020-04-01
NTPAD,St Mary's NHS Treatment Centre,168,2020-04-01
RTP,Surrey and Sussex Healthcare NHS Trust,4134,2020-04-01
RDR,Sussex Community NHS Foundation Trust,632,2020-04-01
NL2,Sussex Health Care Audiology Ltd,41,2020-04-01
NMC01,Sussex Medical Centre Ltd (Clive Avenue),831,2020-04-01
AJX,Sussex MSK Partnership 2,310,2020-04-01
NVC02,The Berkshire Independent Hospital,0,2020-04-01
NXM01,The Horder Centre - St Johns Road,10,2020-04-01
RHM,University Hospital Southampton NHS Foundation Trust,4317,2020-04-01
RYR,Western Sussex Hospitals NHS Foundation Trust,6421,2020-04-01
G82729,White Cliffs Medical Centre,62,2020-04-01
G82071,Whitstable Medical Practice,135,2020-04-01
NTP16,Will Adams NHS Treatment Centre,13,2020-04-01
NTP13,Barlborough NHS Treatment Centre,37,2020-04-01
RQ3,Birmingham Women's and Children's NHS Foundation Trust,1228,2020-04-01
NT412,BMI - The Droitwich Spa Hospital,1,2020-04-01
NT424,BMI - The Meriden Hospital,1,2020-04-01
NT427,BMI - The Park Hospital,1,2020-04-01
NT429,BMI - The Priory Hospital,0,2020-04-01
NT441,BMI - Three Shires Hospital,3,2020-04-01
NT445,BMI The Edgbaston Hospital,0,2020-04-01
NT450,BMI The Lincoln Hospital,0,2020-04-01
NVC27,Boston West Hospital,0,2020-04-01
RFS,Chesterfield Royal Hospital NHS Foundation Trust,3849,2020-04-01
RYG,Coventry and Warwickshire Partnership NHS Trust,264,2020-04-01
NEP,Diagnostic World Ltd,996,2020-04-01
RLT,George Eliot Hospital NHS Trust,994,2020-04-01
NO001,Healthharmonie Limited HQ,228,2020-04-01
RNQ,Kettering General Hospital NHS Foundation Trust,2746,2020-04-01
RT5,Leicestershire Partnership NHS Trust,567,2020-04-01
DAY01,LLR Provider Company,868,2020-04-01
RRE,Midlands Partnership NHS Foundation Trust,151,2020-04-01
RNS,Northampton General Hospital NHS Trust,2112,2020-04-01
RX1,Nottingham University Hospitals NHS Trust,11451,2020-04-01
NT219,"Nuffield Health, Hereford Hospital",0,2020-04-01
NT226,"Nuffield Health, Leicester Hospital",3,2020-04-01
NT230,"Nuffield Health, North Staffordshire Hospital",0,2020-04-01
NT235,"Nuffield Health, Shrewsbury Hospital",4,2020-04-01
NT242,"Nuffield Health, Wolverhampton Hospital",0,2020-04-01
NXV,Physiological Measurements Ltd,3324,2020-04-01
NVC17,Rowley Hall Hospital,89,2020-04-01
RXK,Sandwell and West Birmingham Hospitals NHS Trust,10943,2020-04-01
NXX,Scrivens Ltd,1748,2020-04-01
RK5,Sherwood Forest Hospitals NHS Foundation Trust,6306,2020-04-01
RXW,Shrewsbury and Telford Hospital NHS Trust,9375,2020-04-01
R1D,Shropshire Community Health NHS Trust,269,2020-04-01
RJC,South Warwickshire NHS Foundation Trust,2460,2020-04-01
NPG11,Spamedica (Birmingham),0,2020-04-01
NPG20,Spamedica Wolverhampton,0,2020-04-01
NT322,Spire Leicester Hospital,1,2020-04-01
NT321,Spire Little Aston Hospital,20,2020-04-01
NT30A,Spire Nottingham Hospital,21,2020-04-01
NT320,Spire Parkway Hospital,36,2020-04-01
NT301,Spire South Bank Hospital,31,2020-04-01
RNA,The Dudley Group NHS Foundation Trust,4012,2020-04-01
RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,782,2020-04-01
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,1390,2020-04-01
RL4,The Royal Wolverhampton NHS Trust,6934,2020-04-01
RWD,United Lincolnshire Hospitals NHS Trust,4378,2020-04-01
RRK,University Hospitals Birmingham NHS Foundation Trust,16136,2020-04-01
RKB,University Hospitals Coventry and Warwickshire NHS Trust,8002,2020-04-01
RTG,University Hospitals of Derby and Burton NHS Foundation Trust,13592,2020-04-01
RWE,University Hospitals of Leicester NHS Trust,7975,2020-04-01
RJE,University Hospitals of North Midlands NHS Trust,15299,2020-04-01
RBK,Walsall Healthcare NHS Trust,1824,2020-04-01
NVC21,West Midlands Hospital,0,2020-04-01
NVC23,Woodland Hospital,154,2020-04-01
NVC40,Woodthorpe Hospital,2,2020-04-01
RWP,Worcestershire Acute Hospitals NHS Trust,7526,2020-04-01
RLQ,Wye Valley NHS Trust,978,2020-04-01
NT933,Alliance Medical MRI Service - Essex,0,2020-04-01
RC9,Bedfordshire Hospitals NHS Foundation Trust,11125,2020-04-01
NVC31,Blakelands Hospital,50,2020-04-01
NT423,BMI - The Manor Hospital,5,2020-04-01
NT432,BMI - The Sandringham Hospital,0,2020-04-01
NT434,BMI - The Saxon Clinic,0,2020-04-01
NT446,BMI St Edmunds Hospital,0,2020-04-01
RGT,Cambridge University Hospitals NHS Foundation Trust,10140,2020-04-01
RYV,Cambridgeshire Community Services NHS Trust,491,2020-04-01
DK5,Cura Health Ltd,42,2020-04-01
RWH,East and North Hertfordshire NHS Trust,8527,2020-04-01
RDE,East Suffolk and North Essex NHS Foundation Trust,8076,2020-04-01
NVC06,Fitzwilliam Hospital,31,2020-04-01
NYR,Global Diagnostics,3531,2020-04-01
RGP,James Paget University Hospitals NHS Foundation Trust,3904,2020-04-01
RD8,Milton Keynes University Hospital NHS Foundation Trust,1344,2020-04-01
RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,7118,2020-04-01
NT204,"Nuffield Health, Brentwood Hospital",0,2020-04-01
NVC13,Oaks Hospital,1,2020-04-01
NVC15,Pinehill Hospital,4,2020-04-01
NQA,Provide,118,2020-04-01
NVC19,Rivers Hospital,1,2020-04-01
RGM,Royal Papworth Hospital NHS Foundation Trust,44,2020-04-01
RAJ,Southend University Hospital NHS Foundation Trust,20320,2020-04-01
NPG16,Spamedica Chelmsford,0,2020-04-01
NT315,Spire Bushey Hospital,24,2020-04-01
NT317,Spire Cambridge Lea Hospital,3,2020-04-01
NT316,Spire Harpenden Hospital,5,2020-04-01
NT319,Spire Hartswood Hospital,4,2020-04-01
NT313,Spire Wellesley Hospital,11,2020-04-01
NVC18,Springfield Hospital,66,2020-04-01
NDL01,Suffolk GP Federation - Woodbridge,1311,2020-04-01
RQW,The Princess Alexandra Hospital NHS Trust,6845,2020-04-01
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1638,2020-04-01
RWG,West Hertfordshire Hospitals NHS Trust,4431,2020-04-01
RGR,West Suffolk NHS Foundation Trust,4270,2020-04-01
RBS,Alder Hey Children's NHS Foundation Trust,209,2020-04-01
NRP,Beacon Medical Services Group Limited,1027,2020-04-01
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,3984,2020-04-01
NT401,BMI - The Alexandra Hospital,2,2020-04-01
NT403,BMI - The Beardwood Hospital,29,2020-04-01
NT404,BMI - The Beaumont Hospital,1,2020-04-01
NT420,BMI - The Highfield Hospital,12,2020-04-01
NT497,BMI Gisburne Park Hospital,0,2020-04-01
NT449,BMI The Lancaster Hospital,0,2020-04-01
RMC,Bolton NHS Foundation Trust,4558,2020-04-01
RY2,Bridgewater Community Healthcare NHS Foundation Trust,428,2020-04-01
RJR,Countess of Chester Hospital NHS Foundation Trust,5601,2020-04-01
DKE,Curx Health Limited,98,2020-04-01
NEM,Diagnostic Healthcare Ltd,12,2020-04-01
RJN,East Cheshire NHS Trust,2507,2020-04-01
RXR,East Lancashire Hospitals NHS Trust,5679,2020-04-01
NVC05,Euxton Hall Hospital,258,2020-04-01
NVG01,Fairfield Hospital,17,2020-04-01
NVC07,Fulwood Hall Hospital,241,2020-04-01
NLE06,Glodwick Primary Care Centre,189,2020-04-01
NFO,Kleyn Healthcare,0,2020-04-01
RW5,Lancashire & South Cumbria NHS Foundation Trust,126,2020-04-01
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,8179,2020-04-01
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,1057,2020-04-01
REM,Liverpool University Hospitals NHS Foundation Trust,11362,2020-04-01
REP,Liverpool Women's NHS Foundation Trust,125,2020-04-01
NN5,Manchester Surgical Services Ltd,127,2020-04-01
R0A,Manchester University NHS Foundation Trust,17367,2020-04-01
C81081,Manor House Surgery,25,2020-04-01
P81039,Manor Primary Care,26,2020-04-01
RBT,Mid Cheshire Hospitals NHS Foundation Trust,5687,2020-04-01
NV10Y,North West Cats - Inhealth Pathway Management Centre,867,2020-04-01
NT210,"Nuffield Health, The Grosvenor Hospital, Chester",0,2020-04-01
NVC12,Oaklands Hospital,1,2020-04-01
NV6,PDS Medical Ltd,852,2020-04-01
RW6,Pennine Acute Hospitals NHS Trust,7033,2020-04-01
NVC16,Renacres Hospital,256,2020-04-01
RM3,Salford Royal NHS Foundation Trust,3731,2020-04-01
NFB,Scan Assure Medical Ultrasound Limited,179,2020-04-01
RVY,Southport and Ormskirk Hospital NHS Trust,1404,2020-04-01
NPG13,Spamedica - Skelmersdale,0,2020-04-01
NPG02,Spamedica (Birkenhead),0,2020-04-01
NPG08,Spamedica (Bolton),0,2020-04-01
NPG01,Spamedica (Manchester),0,2020-04-01
NPG06,Spamedica Liverpool,0,2020-04-01
NT324,Spire Cheshire Hospital,25,2020-04-01
NT347,Spire Fylde Coast Hospital,41,2020-04-01
NT337,Spire Liverpool Hospital,125,2020-04-01
NT327,Spire Manchester Hospital,44,2020-04-01
NT325,Spire Murrayfield Hospital,3,2020-04-01
NT339,Spire Regency Hospital,203,2020-04-01
RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,6527,2020-04-01
RWJ,Stockport NHS Foundation Trust,5902,2020-04-01
RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,1639,2020-04-01
RBV,The Christie NHS Foundation Trust,242,2020-04-01
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,4,2020-04-01
NPF01,The Industrial Diagnostics Company,22,2020-04-01
RET,The Walton Centre NHS Foundation Trust,1261,2020-04-01
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,5814,2020-04-01
RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,7081,2020-04-01
RY7,Wirral Community Health and Care NHS Foundation Trust,11,2020-04-01
RBL,Wirral University Teaching Hospital NHS Foundation Trust,4587,2020-04-01
RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",7334,2020-04-01
AAF,360 Care Ltd,4,2020-04-01
RCF,Airedale NHS Foundation Trust,3410,2020-04-01
RFF,Barnsley Hospital NHS Foundation Trust,3535,2020-04-01
NT440,BMI - Thornbury Hospital,0,2020-04-01
NT447,BMI The Duchy Hospital,0,2020-04-01
NT448,BMI The Huddersfield Hospital,0,2020-04-01
NT457,BMI Woodlands Hospital,1,2020-04-01
RAE,Bradford Teaching Hospitals NHS Foundation Trust,5741,2020-04-01
RWY,Calderdale and Huddersfield NHS Foundation Trust,7224,2020-04-01
NVC28,Clifton Park Hospital,0,2020-04-01
NVC29,Cobalt Hospital,1,2020-04-01
RXP,County Durham and Darlington NHS Foundation Trust,3400,2020-04-01
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,10960,2020-04-01
RR7,Gateshead Health NHS Foundation Trust,4886,2020-04-01
A84031,Greystoke Surgery,0,2020-04-01
RCD,Harrogate and District NHS Foundation Trust,1276,2020-04-01
RWA,Hull University Teaching Hospitals NHS Trust,9809,2020-04-01
RY6,Leeds Community Healthcare NHS Trust,311,2020-04-01
RR8,Leeds Teaching Hospitals NHS Trust,3767,2020-04-01
RXF,Mid Yorkshire Hospitals NHS Trust,3508,2020-04-01
NX2,Minor Ops Ltd,25,2020-04-01
RNN,North Cumbria Integrated Care NHS Foundation Trust,7498,2020-04-01
RVW,North Tees and Hartlepool NHS Foundation Trust,5666,2020-04-01
RJL,Northern Lincolnshire and Goole NHS Foundation Trust,12389,2020-04-01
RTF,Northumbria Healthcare NHS Foundation Trust,7344,2020-04-01
NQH,Novus Health Ltd,0,2020-04-01
NT225,"Nuffield Health, Leeds Hospital",14,2020-04-01
NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",1,2020-04-01
NT237,"Nuffield Health, Tees Hospital",0,2020-04-01
NT245,"Nuffield Health, York Hospital",5,2020-04-01
NVC14,Park Hill Hospital,0,2020-04-01
NEQ,Phoenix Health Solutions Limited HQ,114,2020-04-01
NEY,Pioneer Healthcare Limited,0,2020-04-01
RCU,Sheffield Children's NHS Foundation Trust,880,2020-04-01
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,10069,2020-04-01
RTR,South Tees Hospitals NHS Foundation Trust,3531,2020-04-01
R0B,South Tyneside and Sunderland NHS Foundation Trust,4022,2020-04-01
RXG,South West Yorkshire Partnership NHS Foundation Trust,134,2020-04-01
NPG10,Spamedica (Sheffiled),0,2020-04-01
NPG12,Spamedica Eccleshill Treatment Centre,0,2020-04-01
NPG07,Spamedica Eye Hospital (Wakefield),0,2020-04-01
NT348,Spire Elland Hospital,0,2020-04-01
NT351,Spire Hull and East Riding Hospital,61,2020-04-01
NT332,Spire Leeds Hospital,14,2020-04-01
NT350,Spire Methley Park Hospital,38,2020-04-01
NT333,Spire Washington Hospital,1,2020-04-01
NVC0R,Tees Valley Hospital,0,2020-04-01
AJ8,The Grange Medical Centre HQ,117,2020-04-01
NID,The Living Care Group,0,2020-04-01
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,11430,2020-04-01
RFR,The Rotherham NHS Foundation Trust,4939,2020-04-01
NVC20,The Yorkshire Clinic,194,2020-04-01
NN4,Tyneside Surgical Services Ltd,114,2020-04-01
AGA,Westcliffe Health Innovations Ltd,55,2020-04-01
RCB,York Teaching Hospital NHS Foundation Trust,6097,2020-04-01
NKO,Yorkshire Health Solutions Ltd,52,2020-04-01
